gene_id,gene_name,S231145,S231288,S231447,S231491,S231603,VN_0005,VN_0007,VN_0012,VN_0085,VN_0188,VN_0413,VN_0812,VN_0822
ENSG00000200218.1,RNU6-697P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200220.1,RNU6-179P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200222.2,U3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200224.2,RNU6-626P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200225.1,RNA5SP382,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200227.1,RNA5SP197,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200231.1,RNU1-23P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200235.1,SNORA27,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200237.1,SNORA70,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200238.1,RNA5SP133,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200241.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200243.1,RN7SKP79,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200246.1,RNA5SP263,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200247.1,RNU6-254P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200248.1,RNA5SP214,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200250.1,RNU6-1147P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200252.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200253.1,RNU6-529P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200254.1,RNU6-536P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200256.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200257.1,RNU6-97P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200259.1,SNORD35A,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200261.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200262.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200267.1,RNU6-66P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200269.1,RNU6-838P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200274.1,RNU4-32P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200275.1,RNA5SP199,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200278.1,RNA5SP352,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200279.1,SNORD114-10,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200281.1,RNU6-624P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200283.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200287.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200288.1,SNORA18,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200291.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200293.1,RNA5SP393,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200294.1,SNORA36,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200295.1,RNU6-527P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200296.1,RNU1-83P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200298.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200301.1,RNA5SP483,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200303.1,RNU6-940P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200304.1,RNU6-1255P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200305.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200309.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200310.1,RNA5SP215,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200312.1,RN7SKP255,5.001,5.001,2.001,5,1,0,2,1,2,2.001,0,1,0
ENSG00000200313.1,RNA5-8SP7,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200314.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200318.2,U3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200320.1,SNORA63,0,0,5.018,0,0,0,10.659,0,6.221,0,0,6.586,0
ENSG00000200325.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200326.1,RNA5SP391,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200327.1,RNA5SP62,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200331.1,RNU6-183P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200332.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200334.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200336.1,RNA5SP333,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200338.1,RNU1-49P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200340.1,RNU1-105P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200343.1,RNA5S8,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200344.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200345.2,RNU6-485P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200350.1,RNU6-1285P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200351.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200354.1,SNORA71D,1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000200355.1,SNORA72,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200356.1,RNU6-833P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200360.1,RNU6-792P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200361.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200366.1,RNU6-511P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200367.1,SNORD113-8,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200369.1,RNU6-666P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200370.1,RNA5S17,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200372.1,RNU5E-8P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200376.1,RNU5E-10P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200377.1,SNORD56,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200378.1,RNU5B-4P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200379.1,RN7SKP45,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200381.1,RNA5S4,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200385.1,SNORA42,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200388.1,RNU6-618P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200389.1,RNU6-509P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200390.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200391.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200393.1,RNU6-698P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200394.1,SNORA38B,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000200397.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200398.1,SNORD115-24,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200403.1,RNU6-1099P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200406.1,SNORD114-23,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200407.1,RNU6-1169P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200408.1,RNA5SP74,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200411.1,RNA5SP346,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200413.1,SNORD114-26,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200418.1,SNORA63,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200419.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200421.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200422.1,SNORD45,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200424.1,RNU6-1155P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200427.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200428.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200431.1,RNU4-81P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200432.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200434.1,RNA5-8SP2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200436.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200437.1,RNU6-799P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200443.1,RNU6-1066P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200444.1,RNU6-1339P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200446.1,RNU6-1085P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200448.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200455.1,RNU6-1112P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200456.1,RNU6-1097P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200462.1,RNU6-727P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200463.1,SNORD118,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200468.1,RNA5SP403,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200469.1,RNU6-112P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200471.1,RNU6-1125P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200472.1,RN7SKP44,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200473.1,RNA5SP507,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200475.1,RN7SKP162,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200478.1,SNORD115-41,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200480.1,SNORD114-28,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200483.1,RNU6-1017P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200484.1,RNU6-1244P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200485.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200486.1,SNORD115-11,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200487.1,RNA5SP322,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200488.1,RN7SKP203,4.005,4.015,2.012,7.026,3.009,2.009,2.01,0,1.003,1.004,0,3.012,0
ENSG00000200492.2,U3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200494.1,Y_RNA,0,0,0.5,0,0,0,0,0,0.25,0,0,0.333,0
ENSG00000200495.1,RNU6-1205P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200496.1,U8,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200502.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200503.1,SNORD115-5,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200506.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200508.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200516.1,RNA5SP378,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200520.1,RNU6-1214P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200521.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200522.1,RNU6-957P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200525.1,RNU6-1209P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200526.1,RNY4P14,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200527.1,RNA5SP457,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200528.1,RNU6-1331P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200530.1,SNORD35B,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200534.1,SNORA33,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200536.1,SNORA25,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200537.1,RNY4P6,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200538.2,U3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200544.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200545.2,U3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200547.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200550.1,RNU6-137P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200552.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200553.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200554.1,RNU6-1020P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200555.1,RNU6-525P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200556.1,RNU6-103P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200558.1,RNA5SP429,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200560.1,RNU6-288P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200563.1,RNU6-640P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200564.1,SNORD115-39,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200566.1,RNU5F-7P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200570.1,RNU6-829P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200571.1,RNU6-1284P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200572.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200575.1,RNU6-414P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200579.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200587.1,RNA5SP514,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200591.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200593.1,SNORD115-33,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200594.1,RNU6-824P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200597.1,RNU1-87P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200600.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200601.1,RNA5SP50,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200605.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200608.1,SNORD114-11,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200610.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200612.1,SNORD114-25,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200613.1,RNA5SP349,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200615.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200616.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200619.1,RNA5SP447,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200620.1,SNORA7,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200622.1,RNU6-1059P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200623.1,SNORD18A,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200624.1,RNA5S6,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200626.1,RNA5SP325,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200629.1,RNY1P11,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200630.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200632.1,SNORD113-7,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200635.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200636.1,SNORD114-27,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200637.1,RNU5F-3P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200638.1,SNORD115-37,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200645.1,RNU6-1210P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200646.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200648.1,RNU6-226P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200649.1,RNA5SP343,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200650.1,RNA5SP114,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200651.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200652.1,SNORA25,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200653.1,RNU4-92P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200656.1,SNORA5B,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200661.1,SNORD116-10,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200664.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200665.1,RNU6-1188P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200670.1,RNU6-912P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200673.1,RN7SKP174,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200674.1,RN7SKP160,1,0,2,1,2,2,1,0,0,0,0,0,4
ENSG00000200677.1,SNORD18,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200680.1,SNORD115-4,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200681.1,RNU6-263P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200683.1,RNU6-379P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200685.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200686.1,RNY3P3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200687.1,RNA5SP335,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200688.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200693.2,U3,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200701.1,RNU6-674P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200702.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200703.1,RNU6-873P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200706.1,SNORD45,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200708.1,RN7SKP93,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200709.1,RNA5SP27,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200711.1,RNA5SP28,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200713.1,RNU6-682P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200714.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200718.1,RN7SKP103,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200719.1,RNA5SP260,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200720.1,RNU6-931P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200726.1,SNORD115-8,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200728.1,RNU6-271P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200731.1,RNU1-124P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200732.1,RNU6-194P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200733.1,SNORD38,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200737.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200738.1,RNA5SP472,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200741.1,RNA5SP161,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200742.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200745.1,RNU1-31P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200750.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200752.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200753.1,SNORD56,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200754.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200755.1,RNA5SP68,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200756.1,RNU6-236P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200757.1,SNORD115-16,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200759.1,RNU6-884P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200761.1,RN7SKP113,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200763.1,RNU6-961P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200764.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200769.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200774.1,RNU6-478P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200779.1,RNU6-105P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200783.1,RN7SKP180,0,0,0,1,0,0,0,1,0,0,0,0,0
ENSG00000200785.1,SNORD8,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000200786.1,RNA5SP234,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200788.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200789.1,RNU1-65P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200790.1,RNU6-631P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200792.1,SNORA80A,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200794.1,RN7SKP250,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200795.1,RNU4-1,0,1,12,3,3,0,2,1,3,0,2,0,0
ENSG00000200796.1,RNU6-753P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200799.1,RNU6-770P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200800.1,RNU1-130P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200801.1,SNORD115-28,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200806.1,RNA5SP275,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200807.1,RNU1-32P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200812.1,SNORD115-6,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200814.1,RNU6-595P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200815.1,RNU6-1091P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200816.1,SNORA38,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000200817.1,RNU6-899P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200818.1,RNU6-1204P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200822.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200823.1,SNORD114-2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200827.1,RNU6-324P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200829.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200830.1,RN7SKP134,1,0,1,2,0,0,0,2,0,0,1,1,0
ENSG00000200831.1,SNORD36B,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200832.1,SNORD114-4,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200833.2,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200834.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200839.1,RNA5SP48,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200840.1,RNU6-82P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200842.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200847.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200849.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200852.1,RNA5SP499,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200855.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200857.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200860.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200867.1,RN7SKP36,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200869.1,RNU6-457P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200871.1,RNU6-810P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200872.1,RNA5SP456,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200873.1,RNA5SP399,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200874.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200875.1,RNU6-340P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200877.1,RNU6-560P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200879.1,SNORD14E,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000200882.1,RNU6-681P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200883.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200884.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200885.1,RNU1-146P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200887.1,RNU6-598P,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200888.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200889.1,RNU4-13P,0,0,0,0,0,0,0,0,0,0,0,0,0
